id_ip,group,group_class
1538694,end-device,workstation
1538697,end-device,
1538698,end-device,wifi
1538702,end-device,workstation
1538703,end-device,
1538705,end-device,
1538711,end-device,
1538713,end-device,
1538716,end-device,workstation
1538730,end-device,
1538739,end-device,workstation
1538744,end-device,
1538748,end-device,workstation
1538751,server,vpn server
1538752,end-device,
1538754,end-device,
1538757,end-device,
1538773,end-device,
1538775,end-device,
1538778,end-device,workstation
1538779,end-device,workstation
1538786,end-device,workstation
1538792,end-device,workstation
1538801,end-device,
1538802,end-device,workstation
1538814,end-device,
1538819,end-device,workstation
1538822,end-device,
1538825,end-device,
1538827,end-device,
1538830,end-device,
1538836,end-device,
1538837,end-device,workstation
1538841,end-device,
1538842,end-device,workstation
1538845,end-device,
1538850,end-device,
1538860,end-device,
1538863,end-device,
1538867,end-device,
1538878,end-device,workstation
1538882,end-device,workstation
1538884,end-device,
1538898,end-device,wifi client
1538900,end-device,
1538902,end-device,
1538905,end-device,wifi client
1538930,end-device,workstation
1538940,end-device,
1538941,end-device,wifi client
1538950,end-device,
1538951,end-device,
1538953,end-device,
1538971,end-device,workstation
1538982,end-device,
1539002,server,vpn server
1539003,end-device,workstation
1539008,end-device,workstation
1539011,end-device,
1539014,end-device,workstation
1539029,end-device,wifi client
1539059,end-device,
1539060,end-device,workstation
1539063,end-device,workstation
1539064,end-device,
1539065,end-device,
1539072,end-device,workstation
1539077,end-device,
1539082,end-device,wifi client
1539090,end-device,
1539112,end-device,
1539114,end-device,
1539118,end-device,wifi client
1539119,end-device,
1539129,end-device,workstation
1539136,end-device,workstation
1539149,end-device,
1539152,end-device,
1539164,end-device,
1539180,end-device,wifi client
1539182,end-device,
1539187,end-device,workstation
1539212,end-device,workstation
1539225,end-device,
1539242,end-device,wifi client
1539271,end-device,
1539275,end-device,
1539282,end-device,workstation
1539285,end-device,
1539287,end-device,
1539291,end-device,workstation
1539295,end-device,workstation
1539298,end-device,
1539315,end-device,wifi client
1539320,end-device,
1539345,end-device,workstation
1539371,end-device,wifi client
1539385,end-device,wifi client
1539431,end-device,
1539444,end-device,workstation
1539462,end-device,
1539478,end-device,workstation
1539488,end-device,
1539508,end-device,workstation
1539509,end-device,
1539533,end-device,
1539540,end-device,workstation
1539544,end-device,workstation
1539575,end-device,wifi client
1539579,end-device,
1539633,end-device,workstation
1539635,end-device,
1539643,end-device,workstation
1539659,end-device,workstation
1539660,end-device,workstation
1539681,end-device,wifi client
1539714,end-device,workstation
1539721,end-device,workstation
1539726,end-device,workstation
1539729,end-device,
1539739,end-device,workstation
1539750,end-device,workstation
1539754,end-device,workstation
1539758,end-device,workstation
1539761,end-device,workstation
1539763,end-device,
1539771,end-device,
1539773,end-device,workstation
1539781,end-device,
1539805,end-device,workstation
1539821,end-device,workstation
1539831,end-device,workstation
1539839,end-device,
1539858,end-device,
1539859,end-device,
1539861,end-device,
1539863,end-device,
1539872,end-device,workstation
1539894,server,vpn server
1539896,end-device,workstation
1539907,end-device,
1539911,end-device,
1539914,end-device,
1539924,end-device,workstation
1539928,end-device,
1539932,end-device,
1539947,end-device,
1539963,end-device,workstation
1539973,end-device,
1539982,end-device,
1539984,end-device,
1540000,end-device,wifi client
1540005,end-device,
1540013,end-device,wifi client
1540019,end-device,workstation
1540027,end-device,workstation
1540039,end-device,workstation
1540040,server,vpn server
1540042,end-device,
1540045,end-device,workstation
1540054,end-device,workstation
1540057,end-device,workstation
1540069,end-device,wifi client
1540114,end-device,workstation
1540137,end-device,
1540151,end-device,wifi client
1540158,end-device,
1540165,end-device,
1540181,end-device,workstation
1540194,end-device,wifi client
1540201,end-device,workstation
1540205,end-device,workstation
1540209,server,vpn server
1540211,server,vpn server
1540215,end-device,
1540231,end-device,workstation
1540241,end-device,wifi client
1540249,end-device,workstation
1540251,server,vpn server
1540253,server,vpn server
1540257,end-device,wifi client
1540263,end-device,wifi client
1540264,end-device,workstation
1540265,end-device,workstation
1540267,end-device,workstation
1540270,end-device,wifi client
1540272,end-device,workstation
1540295,end-device,workstation
1540302,end-device,workstation
1540316,server,vpn server
1540317,server,cloud
1540321,end-device,wifi client
1540327,end-device,workstation
1540328,server,vpn server
1540330,server,vpn server
1540334,end-device,workstation
1540354,end-device,workstation
1540362,end-device,wifi client
1540363,end-device,workstation
1540367,end-device,
1540368,server,vpn server
1540375,server,vpn server
1540386,end-device,workstation
1540402,end-device,workstation
1540405,end-device,workstation
1540409,end-device,workstation
1540414,end-device,wifi client
1540418,server,
1540421,end-device,workstation
1540424,end-device,workstation
1540430,end-device,workstation
1540431,end-device,workstation
1540432,end-device,wifi client
1540438,end-device,workstation
1540443,end-device,workstation
1540446,end-device,workstation
1540447,server,web server
1540454,server,vpn server
1540457,end-device,
1540460,end-device,wifi client
1540461,end-device,wifi client
1540463,end-device,workstation
1540475,end-device,workstation
1540477,end-device,workstation
1540480,server,vpn server
1540481,end-device,workstation
1540483,end-device,wifi client
1540484,end-device,wifi client
1540485,server,vpn server
1540486,end-device,workstation
1540487,end-device,workstation
1540496,end-device,wifi client
1540497,end-device,
1540498,end-device,workstation
1540502,end-device,workstation
1540506,end-device,workstation
1540509,server,vpn server
1540510,end-device,workstation
1540517,end-device,workstation
1540518,end-device,workstation
1540522,server,vpn server
1540524,end-device,workstation
1540532,end-device,workstation
1540533,end-device,workstation
1540539,end-device,workstation
1540541,end-device,workstation
1540547,end-device,workstation
1540548,end-device,workstation
1540555,server,vpn server
1540560,server,vpn server
1540561,end-device,
1540563,end-device,workstation
1540566,server,vpn server
1540568,end-device,workstation
1540571,end-device,workstation
1540586,end-device,workstation
1540587,end-device,workstation
1540620,server,
1540621,end-device,workstation
1540622,server,
1540629,server,
1540644,server,vpn server
1540657,end-device,workstation
1540669,server,vpn server
1540670,end-device,workstation
1540672,end-device,workstation
1540675,end-device,wifi client
1540677,end-device,workstation
1540678,end-device,
1540693,end-device,
1540694,end-device,workstation
1540701,end-device,workstation
1540709,server,vpn server
1540711,server,vpn server
1540717,end-device,wifi client
1540726,end-device,
1540729,server,vpn server
1540736,end-device,wifi client
1540746,end-device,workstation
1540749,end-device,workstation
1540750,end-device,workstation
1540751,server,vpn server
1540754,end-device,workstation
1540756,end-device,workstation
1540757,end-device,workstation
1540758,end-device,wifi client
1540759,end-device,workstation
1540761,end-device,workstation
1540762,server,vpn server
1540764,end-device,workstation
1540773,end-device,wifi client
1540774,end-device,workstation
1540777,end-device,
1540778,server,vpn server
1540787,end-device,workstation
1540788,end-device,workstation
1540799,end-device,wifi client
1540808,end-device,workstation
1540810,end-device,workstation
1540820,end-device,wifi client
1540821,end-device,wifi client
1540847,end-device,
1540861,end-device,
1540866,server,vpn server
1540873,end-device,workstation
1540877,server,vpn server
1540883,end-device,workstation
1540886,end-device,workstation
1540894,end-device,wifi client
1540895,end-device,
1540899,server,vpn server
1540903,end-device,wifi client
1540914,server,vpn server
1540916,end-device,wifi client
1540936,end-device,
1540954,end-device,wifi client
1540966,server,vpn server
1540968,end-device,wifi client
1540969,end-device,wifi client
1540971,end-device,workstation
1540983,end-device,wifi client
1540995,end-device,wifi client
1541008,server,vpn server
1541009,server,vpn server
1541010,end-device,
1541015,end-device,wifi client
1541016,end-device,wifi client
1541017,end-device,wifi client
1541018,end-device,wifi client
1541023,end-device,wifi client
1541029,end-device,wifi client
1541030,end-device,wifi client
1541031,server,vpn server
1541033,end-device,workstation
1541035,end-device,wifi client
1541054,server,vpn server
1541056,end-device,
1541067,end-device,ip camera
1541068,end-device,workstation
1541079,server,vpn server
1541081,end-device,workstation
1541085,end-device,workstation
1541088,end-device,wifi client
1541101,net-device,core router
1541109,end-device,workstation
1541110,server,vpn server
1541133,end-device,
1541134,end-device,wifi client
1541155,end-device,workstation
1541168,end-device,wifi client
1541169,end-device,
1541173,server,vpn server
1541184,end-device,
1541193,end-device,
1541196,end-device,wifi client
1541197,end-device,workstation
1541198,end-device,
1541202,end-device,workstation
1541203,end-device,
1541205,end-device,workstation
1541207,server,web server
1541208,server,web server
1541215,end-device,workstation
1541216,end-device,workstation
1541223,server,vpn server
1541224,net-device,wifi router
1541226,end-device,
1541228,end-device,wifi client
1541229,server,vpn server
1541230,server,vpn server
1541236,server,vpn server
1541238,server,vpn server
1541241,server,vpn server
1541242,end-device,
1541243,end-device,wifi client
1541247,end-device,workstation
1541253,end-device,wifi client
1541255,end-device,workstation
1541260,server,vpn server
1541264,end-device,
1541270,end-device,wifi client
1541271,server,vpn server
1541275,server,vpn server
1541280,end-device,
1541282,end-device,
1541285,end-device,
1541286,end-device,
1541287,end-device,wifi client
1541292,end-device,wifi client
1541294,end-device,wifi client
1541303,end-device,wifi client
1541304,end-device,wifi client
1541305,end-device,workstation
1541318,end-device,
1541343,end-device,workstation
1541344,end-device,
1541350,end-device,workstation
1541352,end-device,
1541372,end-device,wifi client
1541375,end-device,workstation
1541394,end-device,wifi client
1541395,end-device,wifi client
1541399,end-device,wifi client
1541403,end-device,wifi client
1541408,end-device,wifi client
1541409,end-device,wifi client
1541410,end-device,workstation
1541414,end-device,wifi client
1541416,end-device,wifi client
1541419,end-device,wifi client
1541424,end-device,wifi client
1541439,end-device,wifi client
1541440,end-device,wifi client
1541442,end-device,wifi client
1541449,end-device,wifi client
1541453,end-device,wifi client
1541463,end-device,wifi client
1541469,end-device,wifi client
1541472,end-device,wifi client
1541479,end-device,wifi client
1541493,end-device,
1541498,end-device,workstation
1541504,server,vpn server
1541511,end-device,workstation
1541521,end-device,
1541533,end-device,wifi client
1541534,end-device,wifi client
1541542,end-device,wifi client
1541545,end-device,workstation
1541546,end-device,workstation
1541553,end-device,workstation
1541560,end-device,wifi client
1541562,end-device,workstation
1541569,end-device,
1541575,end-device,workstation
1541579,end-device,workstation
1541584,end-device,workstation
1541591,net-device,wifi router
1541600,end-device,workstation
1541603,end-device,workstation
1541605,end-device,wifi client
1541606,end-device,
1541613,end-device,
1541617,end-device,workstation
1541628,end-device,wifi client
1541640,end-device,wifi client
1541646,end-device,wifi client
1541651,end-device,workstation
1541652,end-device,workstation
1541660,end-device,workstation
1541663,server,vpn server
1541667,end-device,wifi client
1541670,end-device,workstation
1541681,end-device,
1541695,end-device,workstation
1541705,end-device,wifi client
1541716,end-device,workstation
1541721,end-device,workstation
1541722,end-device,
1541730,end-device,wifi client
1541732,end-device,wifi client
1541733,end-device,
1541736,end-device,wifi client
1541738,end-device,wifi client
1541741,end-device,workstation
1541743,end-device,workstation
1541749,end-device,workstation
1541751,server,vpn server
1541753,end-device,workstation
1541756,server,vpn server
1541757,end-device,wifi client
1541761,end-device,workstation
1541777,end-device,
1541785,end-device,
1541788,end-device,wifi client
1541793,end-device,workstation
1541803,end-device,workstation
1541807,end-device,workstation
1541813,end-device,workstation
1541822,end-device,workstation
1541825,end-device,
1541839,end-device,workstation
1541841,server,
1541848,end-device,workstation
1541854,end-device,
1541868,end-device,
1541889,end-device,
1541899,end-device,workstation
1541907,end-device,
1541914,end-device,
1541915,end-device,wifi client
1541928,end-device,
1541929,end-device,workstation
1541945,end-device,workstation
1541950,end-device,workstation
1541954,server,
1541956,end-device,workstation
1541970,end-device,
1541982,end-device,wifi client
1541989,end-device,
1541990,end-device,wifi client
1542000,end-device,workstation
1542005,server,vpn server
1542011,end-device,
1542016,end-device,workstation
1542017,end-device,workstation
1542019,end-device,
1542020,end-device,
1542022,end-device,wifi client
1542029,server,vpn server
1542030,end-device,workstation
1542034,end-device,
1542042,end-device,ip camera
1542044,end-device,workstation
1542050,end-device,ip camera
1542060,end-device,
1542061,end-device,
1542062,end-device,wifi client
1542070,end-device,workstation
1542082,end-device,workstation
1542088,end-device,
1542094,end-device,
1542095,end-device,
1542099,server,vpn server
1542113,server,vpn server
1542122,end-device,
1542145,end-device,
1542157,end-device,
1542162,end-device,workstation
1542168,end-device,
1542174,end-device,
1542177,end-device,workstation
1542181,end-device,workstation
1542192,end-device,workstation
1542196,end-device,workstation
1542205,end-device,
1542219,end-device,voip
1542229,server,vpn server
1542238,server,vpn server
1542240,end-device,workstation
1542243,server,vpn server
1542246,server,vpn server
1542247,end-device,
1542250,end-device,
1542251,end-device,workstation
1542252,end-device,
1542257,end-device,workstation
1542274,end-device,
1542283,end-device,workstation
1542290,end-device,workstation
1542293,end-device,workstation
1542299,end-device,
1542314,end-device,
1542333,end-device,workstation
1542339,end-device,workstation
1542347,server,vpn server
1542349,server,vpn server
1542350,end-device,workstation
1542351,end-device,workstation
1542352,end-device,wifi client
1542353,end-device,
1542356,end-device,
1542358,end-device,
1542361,server,vpn server
1542363,server,vpn server
1542366,end-device,
1542374,end-device,
1542380,end-device,
1542382,server,vpn server
1542386,end-device,
1542387,end-device,
1542389,server,vpn server
1542397,end-device,workstation
1542401,end-device,workstation
1542411,server,vpn server
1542414,end-device,
1542419,end-device,workstation
1542420,end-device,workstation
1542425,end-device,
1542426,end-device,workstation
1542431,server,vpn server
1542437,end-device,workstation
1542443,server,vpn server
1542445,end-device,workstation
1542449,server,vpn server
1542452,end-device,workstation
1542453,server,vpn server
1542456,server,vpn server
1542461,end-device,
1542462,end-device,workstation
1542472,end-device,workstation
1542479,end-device,
1542482,end-device,
1542485,end-device,workstation
1542486,server,vpn server
1542488,end-device,
1542490,end-device,
1542495,end-device,
1542496,end-device,
1542503,end-device,
1542510,end-device,
1542516,end-device,wifi client
1542517,end-device,workstation
1542518,net-device,core router
1542522,end-device,
1542536,end-device,
1542543,end-device,workstation
1542544,end-device,
1542564,server,vpn server
1542573,server,
1542575,end-device,
1542579,server,vpn server
1542583,end-device,workstation
1542589,server,vpn server
1542590,end-device,
1542628,end-device,
1542633,server,vpn server
1542635,end-device,workstation
1542644,end-device,workstation
1542653,end-device,workstation
1542668,end-device,workstation
1542674,end-device,
1542689,end-device,
1542691,server,vpn server
1542695,end-device,voip
1542699,end-device,
1542709,end-device,workstation
1542710,end-device,workstation
1542722,server,vpn server
1542723,server,vpn server
1542734,end-device,
1542739,server,vpn server
1542749,end-device,workstation
1542753,end-device,
1542759,end-device,
1542762,end-device,workstation
1542764,end-device,
1542781,end-device,workstation
1542800,end-device,voip
1542801,end-device,workstation
1542804,end-device,workstation
1542806,server,vpn server
1542811,end-device,workstation
1542818,end-device,
1542819,end-device,
1542825,end-device,
1542831,end-device,workstation
1542855,end-device,workstation
1542857,end-device,workstation
1542872,end-device,workstation
1542878,end-device,workstation
1542893,end-device,workstation
1542894,end-device,workstation
1542897,end-device,workstation
1542901,end-device,workstation
1542907,end-device,workstation
1542914,end-device,workstation
1542916,end-device,workstation
1542926,end-device,workstation
1542956,end-device,workstation
1542962,end-device,workstation
1542966,end-device,workstation
1542967,end-device,voip
1543005,end-device,wifi client
1543020,end-device,
1543029,end-device,workstation
1543064,end-device,
1543086,end-device,
1543087,end-device,
1543088,server,vpn server
1543111,end-device,workstation
1543118,end-device,workstation
1543120,end-device,
1543132,end-device,wifi client
1543164,end-device,workstation
1543165,end-device,
1543170,end-device,
1543176,end-device,
1543189,end-device,workstation
1543191,end-device,workstation
1543199,end-device,workstation
1543205,end-device,
1543212,end-device,
1543214,end-device,workstation
1543247,end-device,workstation
1543256,end-device,
1543260,end-device,wifi client
1543271,end-device,
1543293,end-device,workstation
1543301,end-device,workstation
1543308,end-device,
1543317,end-device,workstation
1543333,server,vpn server
1543345,end-device,
1543367,end-device,workstation
1543375,end-device,workstation
1543381,end-device,
1543385,end-device,workstation
1543386,end-device,
1543390,end-device,workstation
1543396,end-device,
1543399,end-device,workstation
1543400,end-device,
1543401,net-device,core router
1543407,end-device,
1543417,end-device,
1543427,end-device,
1543457,server,vpn server
1543492,end-device,ip camera
1543495,end-device,
1543515,end-device,wifi client
1543519,end-device,workstation
1543557,end-device,wifi client
1543558,end-device,workstation
1543565,end-device,
1543595,end-device,workstation
1543598,end-device,workstation
1543612,end-device,
1543640,end-device,workstation
1543662,end-device,workstation
1543669,end-device,workstation
1543694,end-device,workstation
1543714,end-device,
1543725,end-device,
1543732,end-device,
1543740,end-device,workstation
1543746,end-device,
1543750,end-device,workstation
1543780,end-device,workstation
1543784,end-device,workstation
1543801,end-device,wifi client
1543809,end-device,wifi client
1543815,end-device,workstation
1543818,server,
1543841,end-device,
1543882,end-device,workstation
1543885,end-device,workstation
1543894,end-device,workstation
1543901,end-device,wifi client
1543906,end-device,workstation
1543921,end-device,wifi client
1543931,end-device,workstation
1543935,end-device,
1543969,end-device,workstation
1544034,server,vpn server
1544046,end-device,workstation
1544058,end-device,
1544078,end-device,workstation
1544082,end-device,
1544106,end-device,
1544110,end-device,workstation
1544112,end-device,
1544155,end-device,workstation
1544165,end-device,
1544167,end-device,
1544170,end-device,
1544183,end-device,workstation
1544216,end-device,workstation
1544223,end-device,workstation
1544226,server,vpn server
1544238,end-device,wifi client
1544258,end-device,
1544276,end-device,wifi client
1544292,end-device,wifi client
1544298,end-device,
1544326,server,vpn server
1544330,end-device,
1544337,end-device,
1544340,end-device,wifi client
1544350,end-device,workstation
1544356,end-device,workstation
1544361,end-device,
1544365,server,vpn server
1544374,end-device,wifi client
1544375,end-device,
1544387,end-device,wifi client
1544408,end-device,
1544413,end-device,
1544428,server,vpn server
1544430,end-device,
1544435,end-device,wifi client
1544436,end-device,workstation
1544441,end-device,
1544458,end-device,workstation
1544460,end-device,wifi client
1544462,end-device,workstation
1544470,end-device,wifi client
1544475,server,cloud
1544489,end-device,workstation
1544491,end-device,
1544500,end-device,
1544505,end-device,workstation
1544506,end-device,wifi client
1544510,end-device,workstation
1544517,end-device,workstation
1544523,end-device,workstation
1544534,end-device,wifi client
1544535,end-device,wifi client
1544537,end-device,workstation
1544549,end-device,wifi client
1544560,end-device,workstation
1544591,server,vpn server
1544606,end-device,wifi client
1544607,end-device,wifi client
1544630,end-device,workstation
1544657,end-device,workstation
1544659,end-device,
1544668,end-device,workstation
1544679,server,vpn server
1544681,end-device,workstation
1544742,end-device,workstation
1544743,server,vpn server
1544744,end-device,wifi client
1544745,end-device,wifi client
1544756,server,vpn server
1544757,end-device,wifi client
1544766,end-device,workstation
1544775,end-device,workstation
1544777,end-device,wifi client
1544782,end-device,wifi client
1544788,end-device,workstation
1544789,end-device,workstation
1544790,end-device,workstation
1544792,end-device,workstation
1544793,end-device,workstation
1544811,end-device,
1544815,end-device,wifi client
1544829,end-device,
1544845,end-device,workstation
1544846,end-device,workstation
1544852,end-device,wifi client
1544853,end-device,wifi client
1544865,end-device,workstation
1544867,end-device,workstation
1544874,end-device,wifi client
1544883,end-device,workstation
1544884,end-device,
1544888,end-device,wifi client
1544902,end-device,wifi client
1544906,end-device,wifi client
1544916,end-device,workstation
1544924,end-device,wifi client
1544930,end-device,wifi client
1544934,end-device,wifi client
1544936,end-device,workstation
1544938,end-device,workstation
1544947,end-device,workstation
1544956,server,
1544958,end-device,workstation
1544960,end-device,workstation
1544971,end-device,wifi client
1544986,end-device,workstation
1544988,end-device,wifi client
1544992,end-device,wifi client
1545002,end-device,workstation
1545005,end-device,workstation
1545006,end-device,
1545015,end-device,workstation
1545016,end-device,workstation
1545018,end-device,wifi client
1545020,end-device,workstation
1545023,end-device,workstation
1545036,end-device,workstation
1545038,end-device,
1545042,end-device,
1545045,end-device,workstation
1545046,end-device,workstation
1545049,end-device,
1545065,end-device,workstation
1545079,end-device,workstation
1545102,end-device,workstation
1545108,end-device,workstation
1545113,end-device,workstation
1545115,end-device,wifi client
1545119,end-device,workstation
1545121,end-device,wifi client
1545135,end-device,workstation
1545136,end-device,workstation
1545153,end-device,workstation
1545163,end-device,workstation
1545172,end-device,workstation
1545175,end-device,workstation
1545181,end-device,
1545192,end-device,workstation
1545195,end-device,workstation
1545197,end-device,wifi client
1545211,end-device,workstation
1545215,end-device,wifi client
1545217,end-device,
1545224,end-device,wifi client
1545225,server,vpn server
1545229,end-device,wifi client
1545233,server,vpn server
1545244,end-device,workstation
1545248,end-device,workstation
1545258,end-device,workstation
1545259,end-device,workstation
1545263,end-device,workstation
1545275,end-device,
1545276,server,vpn server
1545285,end-device,
1545293,end-device,workstation
1545294,end-device,workstation
1545301,end-device,workstation
1545304,end-device,workstation
1545311,end-device,wifi client
1545324,end-device,workstation
1545343,end-device,workstation
1545348,end-device,
1545350,end-device,workstation
1545362,end-device,workstation
1545369,end-device,workstation
1545370,end-device,workstation
1545371,end-device,wifi client
1545373,end-device,
1545384,server,
1545385,server,
1545386,end-device,workstation
1545389,end-device,workstation
1545390,end-device,workstation
1545394,end-device,workstation
1545401,end-device,workstation
1545403,end-device,workstation
1545407,end-device,
1545409,end-device,workstation
1545412,end-device,workstation
1545418,end-device,workstation
1545419,end-device,wifi client
1545435,end-device,
1545444,end-device,workstation
1545454,end-device,workstation
1545461,end-device,wifi client
1545468,end-device,wifi client
1545469,end-device,workstation
1545471,end-device,
1545476,end-device,
1545479,end-device,
1545481,end-device,
1545485,end-device,workstation
1545496,end-device,workstation
1545497,end-device,wifi client
1545500,end-device,workstation
1545506,end-device,wifi client
1545524,server,vpn server
1545525,end-device,
1545527,end-device,workstation
1545529,end-device,workstation
1545546,end-device,wifi client
1545550,end-device,workstation
1545559,end-device,
1545561,end-device,workstation
1545578,end-device,
1545579,end-device,
1545581,end-device,
1545584,end-device,
1545590,end-device,workstation
1545593,end-device,
1545612,end-device,voip
1545618,end-device,workstation
1545623,end-device,workstation
1545642,end-device,
1545652,end-device,workstation
1545658,end-device,
1545660,end-device,workstation
1545673,end-device,workstation
1545681,end-device,workstation
1545691,end-device,workstation
1545701,end-device,voip
1545704,end-device,workstation
1545709,end-device,workstation
1545710,end-device,wifi client
1545731,end-device,workstation
1545736,server,cloud
1545741,end-device,workstation
1545757,end-device,workstation
1545765,end-device,
1545771,end-device,workstation
1545775,server,vpn server
1545781,end-device,
1545784,server,vpn server
1545785,server,vpn server
1545790,end-device,wifi client
1545792,end-device,workstation
1545798,end-device,workstation
1545811,end-device,wifi client
1545828,end-device,workstation
1545835,end-device,
1545849,end-device,workstation
1545850,end-device,workstation
1545857,end-device,workstation
1545881,end-device,
1545885,end-device,
1545889,end-device,workstation
1545905,end-device,
1545909,end-device,
1545911,end-device,workstation
1545920,end-device,
1545921,end-device,workstation
1545925,end-device,workstation
1545935,end-device,wifi client
1545943,server,vpn server
1545954,end-device,
1545962,end-device,workstation
1545966,end-device,
1545986,end-device,wifi client
1545996,end-device,
1546008,end-device,
1546012,end-device,
1546032,end-device,workstation
1546047,end-device,workstation
1546053,end-device,wifi client
1546057,end-device,workstation
1546058,end-device,
1546061,end-device,workstation
1546072,end-device,workstation
1546078,end-device,workstation
1546088,end-device,workstation
1546095,end-device,
1546097,end-device,workstation
1546111,end-device,workstation
1546118,end-device,workstation
1546120,server,vpn server
1546126,end-device,workstation
1546146,server,vpn server
1546149,end-device,
1546157,end-device,workstation
1546161,end-device,workstation
1546166,end-device,
1546176,end-device,workstation
1546179,server,vpn server
1546189,end-device,
1546214,end-device,workstation
1546227,end-device,workstation
1546231,end-device,
1546248,end-device,
1546255,end-device,wifi client
1546257,end-device,
1546261,server,cloud
1546268,end-device,workstation
1546275,end-device,workstation
1546278,end-device,
1546299,end-device,
1546308,end-device,workstation
1546315,end-device,
1546337,end-device,voip
1546353,end-device,
1546354,end-device,
1546368,end-device,
1546369,end-device,workstation
1546389,end-device,workstation
1546396,end-device,wifi client
1546404,end-device,workstation
1546414,end-device,workstation
1546422,end-device,workstation
1546423,end-device,
1546437,end-device,
1546446,end-device,wifi client
1546461,end-device,
1546467,end-device,workstation
1546485,end-device,workstation
1546519,end-device,workstation
1546532,end-device,
1546547,end-device,wifi client
1546558,end-device,
1546564,end-device,workstation
1546587,end-device,workstation
1546599,end-device,workstation
1546611,end-device,
1546617,end-device,workstation
1546640,end-device,
1546641,end-device,workstation
1546642,end-device,wifi client
1546649,end-device,
1546679,end-device,
1546717,end-device,
1546737,end-device,
1546739,end-device,workstation
1546761,end-device,
1546782,end-device,workstation
1546830,end-device,
1546833,end-device,workstation
1546861,end-device,workstation
1546869,end-device,workstation
1546871,end-device,
1546872,end-device,workstation
1546900,end-device,
1546903,end-device,
1546905,end-device,workstation
1546937,end-device,
1546948,end-device,
1546950,end-device,workstation
1546954,end-device,
1546955,end-device,workstation
1546965,end-device,ip camera
1547000,end-device,workstation
1547039,end-device,
1547054,end-device,
1547063,end-device,workstation
1547072,end-device,ip camera
1547085,end-device,
1547113,end-device,workstation
1547116,net-device,core router
1547119,end-device,
1547128,end-device,
1547131,end-device,
1547173,end-device,wifi client
1547179,end-device,workstation
1547194,end-device,workstation
1547229,end-device,
1547234,end-device,
1547242,end-device,workstation
1547291,end-device,
1547293,end-device,workstation
1547317,end-device,workstation
1547324,end-device,
1547344,end-device,
1547355,end-device,
1547380,end-device,workstation
1547389,end-device,workstation
1547399,end-device,
1547407,end-device,workstation
1547491,end-device,
1547512,end-device,workstation
1547524,end-device,workstation
1547562,end-device,workstation
1547591,end-device,workstation
1547599,end-device,
1547607,end-device,workstation
1547610,end-device,workstation
1547622,end-device,
1547624,end-device,
1547627,end-device,workstation
1547658,end-device,workstation
1547674,end-device,wifi client
1547686,end-device,wifi client
1547687,end-device,
1547720,end-device,workstation
1547762,end-device,workstation
1547812,end-device,workstation
1547839,end-device,workstation
1547851,end-device,workstation
1547883,end-device,wifi client
1547904,end-device,workstation
1547908,end-device,workstation
1547915,end-device,
1547929,end-device,workstation
1547932,end-device,workstation
1547938,end-device,
1547944,end-device,workstation
1547959,end-device,workstation
1547970,end-device,
1547997,end-device,wifi client
1548009,end-device,workstation
1548014,end-device,
1548030,end-device,
1548037,end-device,
1548052,end-device,wifi client
1548054,end-device,workstation
1548065,end-device,workstation
1548066,end-device,
1548075,end-device,
1548087,end-device,workstation
1548111,end-device,workstation
1548116,server,vpn server
1548139,end-device,workstation
1548140,end-device,
1548163,end-device,workstation
1548183,end-device,workstation
1548184,end-device,workstation
1548189,end-device,workstation
1548243,end-device,workstation
1548244,server,vpn server
1548247,end-device,workstation
1548252,end-device,
1548253,end-device,workstation
1548254,end-device,workstation
1548256,end-device,
1548273,end-device,
1548274,end-device,workstation
1548279,end-device,
1548281,end-device,workstation
1548284,end-device,
1548289,end-device,workstation
1548294,end-device,wifi client
1548303,end-device,workstation
1548304,end-device,workstation
1548330,end-device,workstation
1548338,end-device,workstation
1548348,end-device,workstation
1548358,end-device,workstation
1548362,end-device,workstation
1548363,end-device,workstation
1548392,end-device,workstation
1548398,end-device,
1548400,end-device,workstation
1548402,end-device,
1548406,end-device,
1548428,server,vpn server
1548445,end-device,workstation
1548453,end-device,workstation
1548462,end-device,wifi client
1548467,end-device,workstation
1548471,end-device,
1548472,end-device,workstation
1548473,end-device,workstation
1548501,end-device,workstation
1548502,end-device,workstation
1548508,end-device,workstation
1548513,end-device,workstation
1548522,end-device,workstation
1548533,end-device,wifi client
1548536,server,vpn server
1548551,end-device,
1548566,end-device,workstation
1548571,end-device,workstation
1548585,end-device,workstation
1548588,end-device,
1548618,end-device,wifi client
1548626,server,vpn server
1548638,end-device,workstation
1548640,end-device,workstation
1548641,end-device,workstation
1548644,end-device,workstation
1548646,end-device,wifi client
1548650,end-device,wifi client
1548652,end-device,
1548654,end-device,workstation
1548671,end-device,wifi client
1548672,end-device,workstation
1548679,end-device,workstation
1548680,end-device,workstation
1548681,end-device,
1548690,end-device,workstation
1548692,end-device,
1548696,end-device,workstation
1548702,end-device,
1548703,end-device,workstation
1548704,server,vpn server
1548706,server,vpn server
1548717,end-device,workstation
1548718,end-device,wifi client
1548722,end-device,wifi client
1548725,server,vpn server
1548731,end-device,
1548736,end-device,workstation
1548742,server,vpn server
1548757,end-device,wifi client
1548769,server,
1548770,end-device,wifi client
1548777,end-device,workstation
1548785,end-device,
1548792,end-device,workstation
1548801,end-device,workstation
1548802,end-device,workstation
